Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2007,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Unknown,4700.0
2007,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,3100.0
2007,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,10300.0
2007,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,500.0
2007,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,3400.0
2007,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,4400.0
2007,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,100.0
2007,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Unknown,1300.0
2007,All codes,All deaths,All deaths,Number of observed deaths,Male,217111.0
2007,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Male,133291.0
2007,C00-D48,All cancers,All cancers,Number of observed deaths,Male,67429.0
2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Male,29329.0
2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Male,75899.0
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Male,11007.0
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Male,15800.0
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Male,1126.0
2007,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Male,476.0
2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Male,3904.0
2007,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Male,2778.0
2007,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Male,2776.0
2007,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Male,1856.0
2007,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Male,2660.0
2007,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Male,3099.0
2007,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Male,4267.0
2007,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Male,1153.0
2007,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,794.0
2007,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,10758.0
2007,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,10485.0
2007,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,9027.0
2007,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,41620.0
2007,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1095.0
2007,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,16566.0
2007,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,4354.0
2007,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,197.0
2007,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Male,1278.0
2007,All codes,All deaths,All deaths,Attributable number,Male,49700.0
2007,C00-D48,All cancers,All cancers,Attributable number,Male,23700.0
2007,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,11800.0
2007,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,13500.0
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,700.0
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,13800.0
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,800.0
2007,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,400.0
2007,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,2700.0
2007,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,2778.0
2007,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1300.0
2007,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,600.0
2007,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,700.0
2007,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,700.0
2007,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2300.0
2007,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300.0
2007,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,700.0
2007,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,8600.0
2007,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2500.0
2007,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1700.0
2007,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,6800.0
2007,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,200.0
2007,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,2000.0
2007,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,2800.0
2007,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,100.0
2007,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,700.0
2007,All codes,All deaths,All deaths,Number of observed deaths,Female,242180.0
2007,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,133889.0
2007,C00-D48,All cancers,All cancers,Number of observed deaths,Female,62135.0
2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,34926.0
2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,82026.0
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12696.0
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,11856.0
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,526.0
2007,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,121.0
2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2042.0
2007,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,701.0
2007,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1347.0
2007,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1161.0
2007,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1573.0
2007,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3282.0
2007,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,5111.0
2007,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,938.0
2007,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,493.0
2007,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,10123.0
2007,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,15759.0
2007,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,13476.0
2007,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,32446.0
2007,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1517.0
2007,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,26816.0
2007,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,2859.0
2007,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,356.0
2007,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1386.0
2007,All codes,All deaths,All deaths,Attributable number,Female,32700.0
2007,C00-D48,All cancers,All cancers,Attributable number,Female,13300.0
2007,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,10400.0
2007,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,8400.0
2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,600.0
2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,8800.0
2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300.0
2007,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100.0
2007,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1300.0
2007,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100.0
2007,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400.0
2007,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100.0
2007,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200.0
2007,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900.0
2007,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1100.0
2007,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100.0
2007,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,400.0
2007,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,7900.0
2007,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,2100.0
2007,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1400.0
2007,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3500.0
2007,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,300.0
2007,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1400.0
2007,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600.0
2007,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,0.0
2007,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,600.0
2006,All codes,All deaths,All deaths,Number of observed deaths,Unknown,459060.0
2006,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Unknown,271775.0
2006,C00-D48,All cancers,All cancers,Number of observed deaths,Unknown,128485.0
2006,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Unknown,64091.0
2006,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Unknown,162114.0
2006,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Unknown,23846.0
2006,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Unknown,27355.0
2006,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Unknown,1547.0
